outcome_cat,outcome,cohort,analysis,term,hr,conf_low,conf_high,outcome_time_median
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Mixed,days0028_0197,0.895563953,0.610736954,1.313224602,69
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Mixed,days0000_0001,12.99891357,7.123722975,23.71958521,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Mixed,days0001_0028,2.064608796,1.473599936,2.892650425,9
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Other,days0028_0197,2.270359525,1.500676941,3.434804466,49
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Other,days0000_0001,30.39438842,16.20840606,56.99627985,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Other,days0001_0028,2.794991317,1.726162782,4.525626407,2.5
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0001_0028,2.129588813,1.626695225,2.78795219,12
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0000_0001,35.10479484,25.83050141,47.70897016,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,1.372210796,1.072225684,1.75612513,65
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.256136887,1.181304452,1.335709753,62
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0001_0028,1.740523956,1.626783845,1.862216454,9
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0001,18.32713486,16.68320623,20.13305281,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0000_0001,47.94929028,32.82488773,70.0424159,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0028_0197,1.603710649,1.144140958,2.247876966,61
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0001_0028,2.422779173,1.62623398,3.609481019,11.5
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.931047249,1.59832014,2.33303916,66
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,267.2282919,244.0289373,292.6331639,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,15.56785379,13.89983164,17.43604369,6
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.283156942,1.212702358,1.357704739,62
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.787445733,1.679421389,1.902418457,9
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,18.99888231,17.43332354,20.70503242,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.528126044,1.362039171,1.714465528,57.5
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0001_0028,1.471338817,1.264442675,1.712088619,12
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0001,11.61899563,9.094901088,14.84359843,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,7.684438463,6.693426857,8.822176704,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.108447399,1.023394631,1.200568774,14
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.261983448,1.190455033,1.337809643,62
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0028_0197,1.283756792,1.195400633,1.378643656,64
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0001_0028,2.058639893,1.907021948,2.222312236,9
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0000_0001,24.19313585,21.85562134,26.78065351,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0028_0197,1.021716584,0.891835867,1.170512218,62
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0001_0028,1.325113619,1.147284922,1.530505691,10
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0000_0001,12.30888121,10.03702142,15.09497194,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0001_0028,1.630398852,1.510047713,1.760342004,9
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.247756259,1.166128109,1.335098321,62
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0001,17.02028994,15.28683761,18.95030725,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,1.384629725,1.251452221,1.531979761,63
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0001,24.27544031,21.08096375,27.95398775,1
Mental illnesses,Depression,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0001_0028,2.186839359,1.966481051,2.431890395,9
Mental illnesses,Eating disorders,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.142226394,0.734812734,1.775528749,59
Mental illnesses,Eating disorders,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.573381985,0.979186404,2.528150779,6.5
Mental illnesses,Eating disorders,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,20.67012137,11.58204112,36.88934559,1
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,26.90949893,24.34731567,29.74131286,6
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,273.702565,243.3217222,307.8767214,1
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.995007745,2.524776428,3.552818101,60
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.277743166,2.138812629,2.425698195,8
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.356209795,1.274221424,1.443473617,62
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,25.1739437,23.17656278,27.34346104,1
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.24631478,1.144495739,1.357192061,13
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,9.325064784,8.090295261,10.7482892,1
Mental illnesses,General anxiety,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.302340466,1.22054006,1.389623122,62
Diabetes,Gestational diabetes,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.701606835,1.298684448,2.22953761,51
Diabetes,Gestational diabetes,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0028,1.1973708,0.828864157,1.729712669,16
Diabetes,Gestational diabetes,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.642301889,1.241432717,2.172615122,51
Diabetes,Gestational diabetes,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0028,1.149327692,0.785240597,1.682228542,16
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.747100522,1.730428213,4.361089886,56.5
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,23.13692902,18.73815838,28.56830824,4
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,334.4588993,279.438435,400.3131036,0
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,181.0008993,157.8989071,207.4831227,0
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,7.739143325,6.556952913,9.134468451,4
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.873914953,1.465094726,2.396812669,58.5
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.57060862,1.174358217,2.100561311,58.5
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,90.45305619,71.29006665,114.7672311,0
Cardiovascular diseases,Heart failure,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,2.12500127,1.509041981,2.992382821,7.5
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,299.2828162,207.4381038,431.7924358,0
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,15.02667568,10.53379858,21.43585527,7.5
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,1.595220227,0.707331033,3.597646926,42
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,212.0060899,168.7091118,266.4146687,0
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.270627916,0.814031106,1.98333347,55
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,7.395265514,5.704743376,9.586750606,7
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.180888357,0.695590398,2.004768114,60.5
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,178.1984826,133.452819,237.9467716,0
Cardiovascular diseases,Ischaemic stroke,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,4.600431024,3.146066681,6.72711921,6
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,344.9046493,229.7319053,517.8180885,1
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,2.494899131,1.262435763,4.930567041,58
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,13.3126006,7.999403689,22.15481823,5
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,30.31670862,22.5113359,40.82844419,1
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.064875936,0.821288279,1.38070978,55
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.448256762,1.080385044,1.941389007,7
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.664614677,0.430951647,1.02497037,13
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,13.56748681,8.696833863,21.16594398,1
Mental illnesses,Post-traumatic stress disorder,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.952390302,0.720035765,1.259725324,55
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,6844.864897,5706.367868,8210.499163,0
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,14.90078655,9.215234146,24.09419644,37.5
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,535.4534725,454.9866146,630.1519621,7
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,82.78683076,72.66849977,94.31403386,8
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,4.153527611,3.005079429,5.74087708,38
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,1151.65809,990.8676763,1338.541678,0
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,2.468825422,1.613422985,3.777743977,43
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,17.85057999,14.13269631,22.54654863,15
Cardiovascular diseases,Pulmonary embolism,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,279.8713407,212.8407003,368.012535,0
Mental illnesses,Self harm,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.949615236,0.757387273,1.190631437,69
Mental illnesses,Self harm,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.117578114,0.851263397,1.46720844,11
Mental illnesses,Self harm,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,12.64417513,8.745272877,18.28132374,1
Mental illnesses,Self harm,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.082833723,0.814427992,1.439696183,11
Mental illnesses,Self harm,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.954235967,0.75552822,1.205204858,69
Mental illnesses,Self harm,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,10.77123476,7.113818348,16.30903301,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0001_0028,1.034476822,0.858504455,1.246519211,12.5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0000_0001,8.36103277,6.215482899,11.24721443,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0028_0197,1.143653202,0.991677486,1.318919371,60
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0001_0028,1.587533349,1.257635497,2.00396867,13
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0001,24.44829575,18.57227246,32.18341569,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.102044886,0.914725055,1.327724569,68
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0001_0028,6.02579849,4.196336992,8.652834888,3
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0001,117.1101565,82.57062601,166.0976719,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.562035846,0.952551124,2.561496351,47
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0001,17.68733087,14.72798261,21.24131196,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.113906042,0.988259814,1.255526787,63
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0001_0028,1.357329545,1.174821042,1.568190752,12
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,8.751551509,7.010597971,10.92483896,5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,0.959306933,0.609115972,1.510828536,58
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,139.265753,109.2512199,177.5261638,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,19.50393592,16.60318639,22.9114766,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.141159667,1.023758944,1.272023453,62.5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.447530646,1.271760541,1.647593948,11
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.245572804,1.055672978,1.469632777,60.5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0001,9.278387961,6.54810549,13.14708251,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0001_0028,1.212374393,0.970301064,1.514840829,13.5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,11.69299642,9.45022333,14.46803535,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.143707603,1.022989662,1.278670869,63
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.996552186,0.85005969,1.168290029,15
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0000_0001,27.82277384,22.86838097,33.85052684,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0028_0197,1.007921471,0.857880002,1.184204887,64
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0001_0028,1.618005705,1.356028998,1.930594747,9
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0028_0197,1.115703379,0.832846755,1.494625539,69.5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0000_0001,20.1364052,13.56985597,29.88055401,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0001_0028,1.333706692,0.939232604,1.893858382,8.5
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0001,15.40827732,12.21825727,19.43116801,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0001_0028,1.199487714,1.001188616,1.437062661,9
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.131311704,0.984400685,1.300147582,62
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0001,25.88465895,20.71020436,32.35195353,1
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0001_0028,1.84432354,1.532847575,2.219091692,13
Mental illnesses,Serious mental illness,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,1.168410056,0.982653397,1.389281371,63
Diabetes,Type 1 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0028,4.062197984,2.899204318,5.691717675,4.5
Diabetes,Type 1 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.78101798,1.179529135,2.689229925,71.5
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0028,7.514079171,6.035126094,9.355460833,6
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.826274984,1.354395965,2.462559255,57
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,2.417819421,1.415629505,4.129506154,44.5
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0028,15.96868417,11.70699694,21.78174945,1.5
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.883370543,1.414837524,2.507061442,56
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0028,8.578436987,7.10165859,10.36230906,4
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,35.62782736,28.1531993,45.08691178,6
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,6.025364648,4.122752406,8.806014906,53.5
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,450.9966899,334.2031361,608.6059415,1
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,73.0001868,56.92297283,93.61812426,1
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,5.410064418,4.436327968,6.597521182,7
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.927838062,1.528252155,2.431902323,56
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.613435211,1.103052797,2.359971514,13
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,24.32856979,15.47899102,38.23758971,1
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.415819914,1.063807174,1.884313323,58
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.904232628,1.369590629,2.647580834,57
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0028,6.810943591,5.312601663,8.731871038,4.5
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0028,10.73619913,8.771433618,13.14106413,2
Diabetes,Type 2 diabetes mellitus,Unvaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,2.063483776,1.495246387,2.847668003,56
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0028_0197,1.40738,0.89574,2.21126,66
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0000_0028,18.68279,15.68621,22.25183,6
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0028,54.71624,48.21367,62.09581,5
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,2.52346,1.79817,3.5413,37.5
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,3.779077756,2.303532237,6.199793593,49
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0028,94.84936485,79.63359089,112.9725648,1
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0028_0197,3.324435881,0.386766317,28.57507973,51
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: Black,days0000_0028,76.8992405,34.35869101,172.1103774,1
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,2.27091,1.75959,2.93081,43
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0028,37.50359,34.04537,41.31309,3
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,199.7714574,174.6762045,228.4718482,7
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,7.501560008,5.067248662,11.10532808,38
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,2426.807775,2064.27014,2853.016116,0
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,29.64554911,26.72295677,32.88777473,8
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,2.361240225,1.86629578,2.987443485,44
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,382.6164303,336.8477339,434.6038819,0
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0028,65.8331,60.03355,72.19292,3
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,2.82613,2.16591,3.68758,46
Cardiovascular diseases,Venous thrombotic events,Unvaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.621240019,1.214342891,2.164478598,49
